Name,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,Tenure (months),age2
Alan Theriot,39,F,City,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,14,33.15,47337.59,22,1011.878428,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5,17,30-39
Nathalie Para,54,M,Town,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,8,864.87,33547.58,6,727.86,No,Yes,No,Not Applicable,No reason specified,3,0,50-59
America Hepler,14,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16,201.92,43521.22,19,657.83,No,Yes,No,Not Applicable,Poor Website,4,24,Oct-19
Dominick Streicher,45,F,Town,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,12,1435.847978,39271.11,12,645.96,No,Yes,Yes,Solved,Poor Customer Service,4,26,40-49
Eilene Raminez,52,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,14,371.37,19636.96,27,505.64,Yes,Yes,No,Not Applicable,Poor Website,5,20,50-59
Janell Harrell,59,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16,72.28,43223.55,23,622.33,Yes,No,No,Not Applicable,Poor Website,4,22,50-59
Lakiesha Bay,14,M,Village,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,738.32,99715.4,2,817.58,No,Yes,Yes,Solved,Reasonable Price,1,33,Oct-19
Elva Cadieux,37,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,18,337.8,17164.29,16,759.43,Yes,Yes,No,Not Applicable,Poor Product Quality,3,9,30-39
Scottie Luque,32,M,Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,131.55,48269.09,12,545.29,Yes,No,No,Not Applicable,No reason specified,5,14,30-39
Anisha Reichel,25,M,Village,No Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Wi-Fi,18,327.73,48035.46,14,600.46,No,Yes,Yes,Unsolved,Poor Customer Service,5,0,20-29
Hilde Lavelle,35,F,City,Gold Membership,Not Specified,Without Offers,Smartphone,Wi-Fi,14,123.39,44937.76,11,648.75,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4,30,30-39
Marietta Piekarski,10,M,City,Gold Membership,No,Without Offers,Smartphone,Mobile_Data,13,48.65,42801.54,15,603.26,No,Yes,No,Not Applicable,Poor Product Quality,4,7,Oct-19
Carolann Pesqueira,21,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,4,1431.61,1443.69,28,765.82,Yes,Yes,Yes,No Information Available,Poor Customer Service,3,1,20-29
Riley Lajeunesse,53,F,Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,454.27,8874.86,24,471.1349879,Yes,No,Yes,Solved,No reason specified,3,34,50-59
Arletha Degreenia,54,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,11,44.54,4881.5,15,618.87,No,Yes,Yes,No Information Available,Poor Customer Service,4,8,50-59
Karena Hoopes,31,F,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,425.08,32327.27,12,677.76,Yes,No,Yes,Unsolved,No reason specified,5,26,30-39
Claud Decola,33,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,18,129.93,18429.33,23,892.8716349,Yes,No,No,Not Applicable,Poor Product Quality,5,16,30-39
Kristen Garnica,42,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,8,540.18,31794.07,12,777.19,No,Yes,Yes,No Information Available,Poor Customer Service,3,10,40-49
Francie Bostic,56,F,City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,17,113.74,4635.03,18,708.3,No,Yes,Yes,Unsolved,Poor Product Quality,3,29,50-59
Dominick Seger,12,M,City,Basic Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Wi-Fi,20,1118.339966,5519.81,18,664.65,Yes,No,Yes,No Information Available,Poor Website,4,26,Oct-19
Camelia Austria,53,F,City,Gold Membership,Not Specified,Without Offers,Desktop,Mobile_Data,21,304.25,22457.95,16,742.91,Yes,No,No,Not Applicable,Poor Product Quality,3,9,50-59
Xenia Villela,13,M,Town,Basic Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,22,115.76,2775.62,24,537.24,No,Yes,Yes,Unsolved,Too many ads,5,32,Oct-19
Jenni Morman,12,F,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,4,2050.52,47973.84,24,623.29,Yes,Yes,No,Not Applicable,Poor Product Quality,4,6,Oct-19
Lois Schacherer,33,F,Town,Basic Membership,Not Specified,Credit/Debit Card Offers,Not Specified,Fiber_Optic,9,82.6,43363.3,27,865.696704,No,Yes,Yes,Unsolved,Poor Website,5,32,30-39
Antonio Kline,18,M,Town,Premium Membership,Yes,Without Offers,Not Specified,Wi-Fi,13,30.77,28161.37,24,784.76,Yes,No,No,Not Applicable,Too many ads,3,4,Oct-19
Rosia Buzbee,55,F,City,Gold Membership,No,Credit/Debit Card Offers,Both,Wi-Fi,2,416.26,17818.08,20,225.6880011,Yes,Yes,Yes,Unsolved,Poor Product Quality,3,3,50-59
Yukiko Ellefson,57,F,Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,4,128.21,30961.28,26,632.57,Yes,No,Yes,Unsolved,Poor Customer Service,5,26,50-59
Haley Montana,15,M,City,No Membership,No,Gift Vouchers/Coupons,Not Specified,Fiber_Optic,12,79.07,31494.95,14,607.63,Yes,No,No,Not Applicable,No reason specified,4,2,Oct-19
Gilda Dorner,39,M,Village,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,33.16,12686.31,19,581.3,Yes,No,Yes,Unsolved,Poor Website,5,9,30-39
Samantha Bernhardt,47,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Not Specified,Wi-Fi,20,171.17,40825.6,5,767.14,No,Yes,No,Not Applicable,Poor Product Quality,3,34,40-49
Solomon Bays,40,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,22,644.98,35348.92,36.70384113,811.79,Yes,Yes,No,Not Applicable,Products always in Stock,1,11,40-49
Rocky Luth,44,M,Village,Gold Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,18,236.33,34632.76,17,668.64,Yes,Yes,Yes,Unsolved,Too many ads,4,11,40-49
Walter Norling,26,M,Village,Platinum Membership,Not Specified,Without Offers,Desktop,Mobile_Data,14,238.6,38260.38,11,741.42,No,Yes,Yes,Solved,No reason specified,3,26,20-29
Cyrus Viera,47,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,13,966.23,94452.59,17,811.61,No,Yes,Yes,Unsolved,User Friendly Website,1,25,40-49
Audry Freund,28,M,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,6,33.62,34323.26,10,676.43,No,Yes,No,Not Applicable,Poor Website,4,31,20-29
Sigrid Allsup,49,M,City,Basic Membership,Not Specified,Gift Vouchers/Coupons,Not Specified,Fiber_Optic,10,245.65,11699.71,12,628.38,Yes,No,No,Not Applicable,Poor Product Quality,4,34,40-49
Guy Mund,20,M,City,Platinum Membership,Not Specified,Gift Vouchers/Coupons,Both,Wi-Fi,21,1062.199862,5653.71,1,1188.179865,Yes,Yes,No,Not Applicable,Reasonable Price,2,10,20-29
Melonie Needles,33,F,Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,543.38,89732.33,17,794.43,Yes,Yes,Yes,Solved,Reasonable Price,2,6,30-39
Aaron Tootle,51,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,23,246.1,45535.52,15,635.52,No,Yes,No,Not Applicable,No reason specified,5,20,50-59
Nobuko Winton,11,F,Town,No Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,15,345.05,34128.74,10,582.76,Yes,Yes,Yes,Solved,No reason specified,5,27,Oct-19
Pauletta Kampf,17,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,20,125.43,23597.84,24,609.15,No,Yes,Yes,Unsolved,Too many ads,4,9,Oct-19
Viva Riles,39,F,Town,No Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,7,223.84,18633.45,7,678.33,Yes,Yes,No,Not Applicable,Too many ads,5,3,30-39
Houston Brasfield,24,F,Town,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,22,281.15,97278.43,2,824.66,No,Yes,No,Not Applicable,Reasonable Price,1,10,20-29
Genaro Satcher,12,F,Village,Platinum Membership,Yes,Without Offers,Smartphone,Mobile_Data,17,350.06,4614.18,18,700.37,No,Yes,No,Not Applicable,No reason specified,3,12,Oct-19
Azucena Mccaa,30,F,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,0,216.91,10470.31,22,674.87,No,Yes,No,Not Applicable,No reason specified,5,16,30-39
Granville Lanterman,40,F,City,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,14,30.84,7076.55,9,661.98,Yes,No,No,Not Applicable,Too many ads,5,23,40-49
Gerri Wiltse,56,M,City,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,7,364.8,21356.21,27,288.0018422,No,Yes,No,Not Applicable,Poor Product Quality,5,4,50-59
Alanna Yamasaki,29,M,City,Premium Membership,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,15,225.58,49699.75,5,793.09,No,Yes,No,Not Applicable,No reason specified,3,34,20-29
Marietta Wronski,33,M,Town,Silver Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,15,52.82,11375.32,10,641.87,Yes,No,No,Not Applicable,Poor Product Quality,4,20,30-39
Brenton Valenzuela,40,F,Town,Basic Membership,No,Credit/Debit Card Offers,Not Specified,Mobile_Data,3,98.84,33886.09,12,614.15,No,Yes,No,Not Applicable,No reason specified,5,1,40-49
Sidney Chamberlin,22,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15,31.91,37633.73,14,793.06,No,Yes,No,Not Applicable,Poor Customer Service,3,12,20-29
Marylouise Alameda,60,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,17,109.81,42421.61,6,1606.355022,No,Yes,Yes,No Information Available,Too many ads,4,0,60-69
Shyla Brisco,21,M,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21,162.91,21684.23,28,1039.748771,Yes,No,No,Not Applicable,Poor Product Quality,5,25,20-29
Hilary Tann,21,M,City,Gold Membership,No,Credit/Debit Card Offers,Not Specified,Mobile_Data,14,131.71,1911.02,23,1172.229502,No,Yes,No,Not Applicable,Too many ads,4,7,20-29
Geraldine Mendelsohn,29,F,Village,Premium Membership,Not Specified,Without Offers,Smartphone,Mobile_Data,8,248.26,27104.42,19,777.56,Yes,Yes,No,Not Applicable,User Friendly Website,2,3,20-29
Nannie Starns,64,M,Village,No Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,16,277.84,27900.08,27,651.04,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5,22,60-69
Tyesha Rayburn,37,M,Village,No Membership,No,Without Offers,Not Specified,Wi-Fi,5,201.37,27878.1,19,655.7,Yes,No,No,Not Applicable,Poor Product Quality,4,2,30-39
Bill Fripp,25,M,City,No Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Fiber_Optic,7,1076.744251,2497.71,15,702.03,Yes,No,Yes,Unsolved,Poor Product Quality,4,16,20-29
Candy Hammill,41,F,City,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,22,158.02,36594.91,22,1078.70039,Yes,No,Yes,No Information Available,Poor Product Quality,3,9,40-49
Yolonda Canales,37,M,City,Basic Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Mobile_Data,21,122.01,10798.04,7,341.0942778,Yes,No,No,Not Applicable,Poor Website,5,4,30-39
Carmon Finnell,16,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Mobile_Data,8,126.01,43207.49,15,782.21,No,Yes,No,Not Applicable,Poor Website,3,2,Oct-19
Necole Lippert,29,M,Town,No Membership,Yes,Without Offers,Smartphone,Wi-Fi,20,34.07,14611.04,21,697.73,No,Yes,Yes,Unsolved,Poor Product Quality,4,32,20-29
Lenita Youmans,33,F,Town,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,15,181.65,54175.56,3,785.04,Yes,No,No,Not Applicable,Reasonable Price,2,18,30-39
Nannie Reich,50,F,Town,Basic Membership,No,Without Offers,Both,Fiber_Optic,17,295.21,16909.57,11,700.66,Yes,No,No,Not Applicable,No reason specified,4,35,50-59
Desire Keo,63,F,City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,207.86,37985.38,22,785.41,No,Yes,Yes,Unsolved,Poor Website,3,26,60-69
Cathleen Dickison,45,M,Village,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,13,451.77,7256.71,19,750.11,Yes,No,No,Not Applicable,Quality Customer Care,2,10,40-49
Kristen Beller,41,F,City,No Membership,No,Without Offers,Not Specified,Fiber_Optic,0,57.88,27591.93,21,535.52,Yes,No,No,Not Applicable,No reason specified,5,5,40-49
Torri Stutes,13,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,10,122.33,9699.58,25,760.33,Yes,No,No,Not Applicable,Poor Website,3,28,Oct-19
Tandra Strayer,30,M,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,12,350.88,9351.05,26,673.43,Yes,Yes,Yes,Unsolved,Poor Customer Service,5,14,30-39
Gay Alvis,20,F,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,3,34.78,17664.34,18,590.27,No,Yes,No,Not Applicable,Poor Website,5,2,20-29
Lynn Ray,41,F,Town,Gold Membership,Yes,Without Offers,Both,Fiber_Optic,13,683.13,3919.14,17,782.12,Yes,No,Yes,Unsolved,Quality Customer Care,2,33,40-49
Lakendra Mistretta,32,M,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,446.96,4605.2,16,669.42,No,Yes,Yes,Solved in Follow-up,No reason specified,4,29,30-39
Sharita Slaugh,38,M,City,No Membership,No,Without Offers,Smartphone,Wi-Fi,23,32.08,38637.36,16,874.6680306,Yes,No,Yes,Solved in Follow-up,Poor Website,5,29,30-39
Kathey Dunmire,50,M,City,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,16,60.29,48766.89,21,656.53,Yes,No,Yes,Unsolved,Too many ads,4,9,50-59
Shaquana Stephens,58,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,120.24,8595.39,12,711.98,No,Yes,Yes,Unsolved,Poor Customer Service,3,18,50-59
Riley Stancill,21,M,Town,Premium Membership,No,Without Offers,Not Specified,Fiber_Optic,17,296.99,25172.19,23,715.47,Yes,No,Yes,Unsolved,Poor Customer Service,3,19,20-29
Danica Batdorf,50,F,Village,No Membership,Yes,Without Offers,Smartphone,Fiber_Optic,12,327,34748.08,13,565.52,No,Yes,No,Not Applicable,No reason specified,5,1,50-59
Noe Adcock,24,M,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,0,65.27,41960.81,25,702.35,Yes,No,No,Not Applicable,Poor Customer Service,3,4,20-29
Pauletta Bodine,59,M,City,Premium Membership,Not Specified,Without Offers,Both,Mobile_Data,17,262.51,30257.7,17,754,Yes,No,No,Not Applicable,Products always in Stock,1,2,50-59
Paulene Acey,45,F,City,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,17,113.03,73421.88,12,744.12,No,Yes,Yes,Solved,User Friendly Website,2,26,40-49
Ilda Police,32,F,Town,Gold Membership,No,Credit/Debit Card Offers,Not Specified,Fiber_Optic,17,53.38,38473.17,8,794.22,No,Yes,Yes,No Information Available,Poor Customer Service,3,4,30-39
Wiley Grassi,32,M,Town,Basic Membership,Not Specified,Without Offers,Smartphone,Wi-Fi,9,32.16,22042.92,10,544.93,No,Yes,No,Not Applicable,No reason specified,5,27,30-39
Stefany Malatesta,32,F,Town,No Membership,No,Without Offers,Smartphone,Fiber_Optic,18,31.55,12665.67,14,638.68,No,Yes,Yes,Unsolved,Poor Website,4,27,30-39
Nannie Kellen,27,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20,30.33,21602.22,23,751.36,No,Yes,No,Not Applicable,Poor Website,3,24,20-29
Alysa Bulfer,17,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,9,159.87,7056.88,20,766.3,No,Yes,Yes,No Information Available,Too many ads,3,12,Oct-19
Cecile Leblanc,63,M,City,Premium Membership,No,Without Offers,Desktop,Wi-Fi,22,271.42,28532.98,22,727.54,Yes,No,Yes,Solved,Poor Customer Service,3,27,60-69
Codi Obando,61,F,Village,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,7,148.68,31704.12,13,670.41,No,Yes,Yes,No Information Available,No reason specified,5,4,60-69
Genaro Bartley,50,F,Town,Silver Membership,Yes,Without Offers,Smartphone,Fiber_Optic,22,98.47,35390.51,6,704.01,No,Yes,No,Not Applicable,Poor Website,3,9,50-59
Tyesha Holladay,42,M,City,No Membership,Not Specified,Without Offers,Smartphone,Mobile_Data,13,84.21,2137.29,12,635.07,Yes,No,No,Not Applicable,Poor Customer Service,5,16,40-49
Hal Taul,27,F,City,Premium Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,14,352.12,18463.02,5,772.61,Yes,No,Yes,No Information Available,No reason specified,3,3,20-29
Kyla Cadieux,16,F,City,No Membership,Yes,Credit/Debit Card Offers,Not Specified,Fiber_Optic,16,30.19,27746.48,16,646.31,No,Yes,No,Not Applicable,No reason specified,4,12,Oct-19
Maudie Earles,46,F,City,No Membership,Yes,Without Offers,Not Specified,Fiber_Optic,10,647.72,13451.16,20,263.2727639,Yes,Yes,No,Not Applicable,Poor Customer Service,4,2,40-49
Earlie Jolliff,53,F,Town,Basic Membership,Not Specified,Credit/Debit Card Offers,Not Specified,Wi-Fi,7,80.24,44087.83,17,611.85,Yes,No,Yes,Solved,No reason specified,4,23,50-59
Rex Murdoch,47,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,20,85.27,16197.48,17,997.9102243,Yes,No,No,Not Applicable,Poor Customer Service,5,21,40-49
Miguelina Cephus,22,F,Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,0,86.28,38443.47,21,709.65,Yes,No,No,Not Applicable,Poor Customer Service,4,7,20-29
Mana Hipps,40,M,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10,203.64,47620.74,26,621.46,Yes,No,No,Not Applicable,Poor Website,4,10,40-49
Franklin Rayburn,20,F,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,3,119.82,38205.84,14,621.22,No,Yes,Yes,No Information Available,Poor Website,5,18,20-29
Brinda Engstrom,52,M,City,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18,396.83,7373.79,13,830.73,Yes,Yes,Yes,Unsolved,Reasonable Price,1,30,50-59
Dulcie Wanner,55,M,City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,20,247.65,28466.23,24,652.66,No,Yes,No,Not Applicable,Too many ads,4,4,50-59
Barbie Spies,41,F,Town,Basic Membership,No,Without Offers,Not Specified,Wi-Fi,15,185.05,34800.54,11,711.87,No,Yes,Yes,Solved in Follow-up,Poor Website,4,9,40-49
Wiley Diangelo,59,F,Village,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,4,144.16,32410.37,5,1188.635127,No,Yes,Yes,Solved in Follow-up,User Friendly Website,1,9,50-59
Kristen Lanier,26,M,Town,No Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,13,2345.309456,25342.33,27,598.95,No,Yes,No,Not Applicable,Poor Product Quality,5,12,20-29
Keren Achenbach,29,F,City,Basic Membership,Yes,Without Offers,Smartphone,Fiber_Optic,13,30.93,27871.21,17,629.69,No,Yes,No,Not Applicable,Too many ads,5,16,20-29
Damaris Rayo,45,M,City,No Membership,No,Without Offers,Smartphone,Wi-Fi,10,33.28,30003.42,27,1165.157395,Yes,No,No,Not Applicable,Too many ads,5,19,40-49
Dorine Melnyk,64,F,Town,No Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,3,364.48,5315.08,12,1070.555829,No,Yes,Yes,No Information Available,No reason specified,5,33,60-69
Minerva Carollo,48,F,Town,Platinum Membership,Yes,Without Offers,Both,Mobile_Data,10,965.15,17399.29,10,736.07,No,Yes,No,Not Applicable,No reason specified,3,12,40-49
Lakiesha Shoaf,49,M,Town,Silver Membership,Yes,Without Offers,Smartphone,Fiber_Optic,9,72.67,11388.2,19,636.43,Yes,No,Yes,Unsolved,Poor Website,4,4,40-49
Lolita Clow,21,F,Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14,86.03,35840.78,5,636.43,No,Yes,No,Not Applicable,Poor Customer Service,4,20,20-29
Herma Cartledge,30,F,City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,2,950.26,12412.64,29,613.6,No,Yes,No,Not Applicable,No reason specified,4,0,30-39
Anisha Nipper,61,F,City,Platinum Membership,No,Gift Vouchers/Coupons,Not Specified,Fiber_Optic,12,320.48,21855.53,9,715.48,Yes,Yes,Yes,Solved in Follow-up,Poor Website,3,5,60-69
Cole Werth,21,F,City,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15,165.04,12377.22,6,534.17,Yes,No,Yes,Unsolved,Poor Product Quality,5,21,20-29
Maudie Godfrey,61,M,Town,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15,177.68,14626.96,24,656.79,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5,10,60-69
Maryln Escalera,52,F,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14,503.21,36706.4,0,657.5,Yes,No,No,Not Applicable,Too many ads,4,0,50-59
Kathi Litz,45,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,9,280.41,43993.13,14,731.06,Yes,No,Yes,Solved,Too many ads,3,32,40-49
Danny Weiler,34,F,Village,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,18,33.66,16568.44,10,631.15,No,Yes,Yes,Solved,No reason specified,4,3,30-39
Keren Ipock,60,F,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,23,92.25,5161.92,10,786.48,Yes,No,Yes,No Information Available,No reason specified,3,18,60-69
Mara Gatto,57,F,City,Platinum Membership,Yes,Without Offers,Desktop,Fiber_Optic,11,1820.77,74879.75,17,768.58,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2,33,50-59
Sadie Soltis,19,M,Town,Platinum Membership,Yes,Without Offers,Smartphone,Mobile_Data,18,192.45,30134.99,24,794.93,Yes,No,Yes,Solved,Poor Customer Service,3,22,Oct-19
Lavern Studivant,45,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,352.82,23457.36,40.84938445,682.04,No,Yes,No,Not Applicable,Poor Customer Service,4,10,40-49
Jacquelyne Days,40,M,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18,161.3,46154.07,9,714.46,Yes,No,No,Not Applicable,Poor Customer Service,4,28,40-49
Marlena Hauff,39,M,Village,Gold Membership,No,Without Offers,Desktop,Wi-Fi,0,140.83,27578.3,10,432.9902832,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3,28,30-39
Delcie Torrence,20,F,Town,Silver Membership,Not Specified,Credit/Debit Card Offers,Not Specified,Mobile_Data,3,33.27,22248.44,10,713.61,Yes,No,No,Not Applicable,Reasonable Price,2,23,20-29
Les Weinstock,21,F,Town,No Membership,No,Credit/Debit Card Offers,Not Specified,Wi-Fi,7,66.69,3017.18,8,698.62,No,Yes,No,Not Applicable,No reason specified,4,9,20-29
Lenita Dewar,33,F,Town,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,4,149.35,48571.16,27,-65.46065697,No,Yes,Yes,Solved,Poor Product Quality,5,20,30-39
